clip_id,categories,duration,youtube_id
1r-bd6UiDwA.16,['Sports'],"['00:02:25.840', '00:02:41.540']",1r-bd6UiDwA
hWRtZdV446o.32,['Education'],"['00:05:48.349', '00:06:06.500']",hWRtZdV446o
Pu0JawDgkSw.44,['Autos & Vehicles'],"['00:08:50.080', '00:09:02.399']",Pu0JawDgkSw
8zFojEXZPkw.4,['Entertainment'],"['00:00:41.010', '00:00:55.110']",8zFojEXZPkw
cZCpeVAUOA8.1,['Science & Technology'],"['00:00:18.539', '00:00:32.669']",cZCpeVAUOA8
CUnEWZSMTAI.5,['News & Politics'],"['00:00:59.430', '00:01:22.090']",CUnEWZSMTAI
dBQp2k-Mcxc.2,['Autos & Vehicles'],"['00:00:11.790', '00:00:25.769']",dBQp2k-Mcxc
7z-Hlsb32O4.9,['Autos & Vehicles'],"['00:01:19.100', '00:01:38.250']",7z-Hlsb32O4
gYZ7T4ng5Tc.12,['Howto & Style'],"['00:02:18.599', '00:02:29.459']",gYZ7T4ng5Tc
GeEVU8Mec5s.8,['Autos & Vehicles'],"['00:01:17.610', '00:01:28.229']",GeEVU8Mec5s
hQO-y1B58eY.9,['Education'],"['00:02:04.730', '00:02:17.540']",hQO-y1B58eY
evIbXEbu6ns.21,['Sports'],"['00:04:17.570', '00:04:35.660']",evIbXEbu6ns
4SlFeQDUW2w.2,['Howto & Style'],"['00:00:21.330', '00:00:34.860']",4SlFeQDUW2w
2VymOBQu0aQ.1,['Science & Technology'],"['00:00:11.550', '00:00:26.460']",2VymOBQu0aQ
KeUsHdvhxXU.19,['Film & Animation'],"['00:03:25.200', '00:03:38.400']",KeUsHdvhxXU
Gg0XEHVk9nQ.8,['Howto & Style'],"['00:01:31.890', '00:01:54.689']",Gg0XEHVk9nQ
-yNjnPtTQsE.13,['Sports'],"['00:01:49.920', '00:01:59.939']",-yNjnPtTQsE
BdPBpKlfA8I.9,['Education'],"['00:01:48.780', '00:02:00.210']",BdPBpKlfA8I
KNY60rFWRhU.2,['News & Politics'],"['00:00:15.809', '00:00:33.059']",KNY60rFWRhU
ESqs9M0dLTY.6,['Entertainment'],"['00:00:59.940', '00:01:11.880']",ESqs9M0dLTY
WhzwcVTYGvY.12,['Howto & Style'],"['00:02:13.890', '00:02:43.680']",WhzwcVTYGvY
IgmbLuHjMQ0.6,['Pets & Animals'],"['00:01:43.770', '00:01:58.200']",IgmbLuHjMQ0
L3-pKeTyriM.37,['Pets & Animals'],"['00:07:13.759', '00:07:25.579']",L3-pKeTyriM
JnF7UPr88MI.13,['Entertainment'],"['00:02:39.550', '00:03:04.299']",JnF7UPr88MI
ih8Ct7kSAeM.9,['Science & Technology'],"['00:02:45.010', '00:03:04.689']",ih8Ct7kSAeM
-fdyraBtvZQ.4,['Howto & Style'],"['00:01:24.900', '00:01:36.509']",-fdyraBtvZQ
cj1jlgX9IO4.8,['Autos & Vehicles'],"['00:01:25.200', '00:01:39.200']",cj1jlgX9IO4
JI1y9dxG4TU.40,['Education'],"['00:08:03.680', '00:08:16.710']",JI1y9dxG4TU
evukrLjB7TM.8,['Science & Technology'],"['00:01:47.340', '00:02:19.640']",evukrLjB7TM
ixqgFMPILOY.1,['People & Blogs'],"['00:00:06.259', '00:00:26.410']",ixqgFMPILOY
_CJl2wOFGmY.45,['News & Politics'],"['00:07:33.830', '00:07:45.560']",_CJl2wOFGmY
8VSLQMTGBd0.26,['Entertainment'],"['00:05:45.580', '00:06:09.100']",8VSLQMTGBd0
8H5V3cEW_F4.1,['Gaming'],"['00:00:31.489', '00:00:47.660']",8H5V3cEW_F4
KnQqTMe46Qk.4,['Education'],"['00:00:22.300', '00:00:34.730']",KnQqTMe46Qk
JW_J80cILbk.12,['Gaming'],"['00:02:38.760', '00:02:48.760']",JW_J80cILbk
Cas496vNRBM.90,['News & Politics'],"['00:14:27.130', '00:14:58.139']",Cas496vNRBM
h9Q1M8UsO94.19,['News & Politics'],"['00:02:40.860', '00:02:56.459']",h9Q1M8UsO94
7mV1PNaQ6ME.1,['Film & Animation'],"['00:00:12.269', '00:00:24.060']",7mV1PNaQ6ME
fsOxwsFF50c.5,['Science & Technology'],"['00:00:59.149', '00:01:10.260']",fsOxwsFF50c
46Y0OCAuyPQ.19,['Science & Technology'],"['00:04:14.410', '00:04:25.610']",46Y0OCAuyPQ
ClwfEOrb2D8.1,['Entertainment'],"['00:00:15.719', '00:00:35.309']",ClwfEOrb2D8
CdaCNWsoqgw.9,['Autos & Vehicles'],"['00:01:45.299', '00:01:56.729']",CdaCNWsoqgw
HvWXSwh6pkg.12,['Howto & Style'],"['00:01:20.876', '00:01:34.681']",HvWXSwh6pkg
JX6oRuyddj8.9,['Gaming'],"['00:01:58.770', '00:02:20.310']",JX6oRuyddj8
_vk37glTM5Q.2,['Sports'],"['00:00:13.170', '00:00:38.010']",_vk37glTM5Q
F9aecM6I3JA.1,['Entertainment'],"['00:00:09.660', '00:00:19.730']",F9aecM6I3JA
_pWa2M_qT3o.10,['Science & Technology'],"['00:02:08.539', '00:02:20.629']",_pWa2M_qT3o
f28Ng4QhBD4.15,['Entertainment'],"['00:02:18.970', '00:02:42.450']",f28Ng4QhBD4
7Vw5R3prHHM.4,['Sports'],"['00:00:40.260', '00:00:50.520']",7Vw5R3prHHM
Je6as9vnAkk.7,['Travel & Events'],"['00:02:07.060', '00:02:19.290']",Je6as9vnAkk
IHd8HoZLnR0.27,['Film & Animation'],"['00:04:11.630', '00:04:25.190']",IHd8HoZLnR0
ejz2gI48xks.3,['Entertainment'],"['00:00:21.900', '00:00:39.480']",ejz2gI48xks
O-YdzDZgEn8.13,['News & Politics'],"['00:02:06.799', '00:02:23.060']",O-YdzDZgEn8
IQDYRHmYHTA.12,['Sports'],"['00:02:47.930', '00:02:58.280']",IQDYRHmYHTA
0twgFFnatiA.8,['Autos & Vehicles'],"['00:01:17.509', '00:01:32.880']",0twgFFnatiA
N-fbm8M8Jus.35,['Howto & Style'],"['00:08:23.319', '00:08:40.459']",N-fbm8M8Jus
6io6apDjD94.7,['Pets & Animals'],"['00:01:07.710', '00:01:19.979']",6io6apDjD94
4dLW_U1Pup4.1,['People & Blogs'],"['00:00:07.350', '00:00:24.840']",4dLW_U1Pup4
KrtsMrAQwzI.66,['People & Blogs'],"['00:12:50.180', '00:13:04.040']",KrtsMrAQwzI
OG6cPz9nF9g.21,['Entertainment'],"['00:15:37.360', '00:15:48.930']",OG6cPz9nF9g
_vHmUTJ2diM.47,['Film & Animation'],"['00:12:21.569', '00:12:32.220']",_vHmUTJ2diM
gmkecFmlSiE.8,['People & Blogs'],"['00:01:26.100', '00:01:38.850']",gmkecFmlSiE
FkgJchBnGJ0.6,['Sports'],"['00:02:00.660', '00:02:20.420']",FkgJchBnGJ0
eCg2x9O0USk.7,['Sports'],"['00:01:13.850', '00:01:25.369']",eCg2x9O0USk
8YA-8Kyevjg.1,['Gaming'],"['00:00:07.140', '00:00:18.270']",8YA-8Kyevjg
_DxfV5W6rM0.4,['Pets & Animals'],"['00:01:02.999', '00:01:16.200']",_DxfV5W6rM0
DVmJhqxjHlY.49,['Autos & Vehicles'],"['00:09:26.410', '00:09:37.570']",DVmJhqxjHlY
KtMOQlNByqE.2,['Entertainment'],"['00:00:15.509', '00:00:27.480']",KtMOQlNByqE
65CBfBURCbE.12,['Howto & Style'],"['00:02:47.180', '00:03:12.790']",65CBfBURCbE
I-4ufgBNtUE.1,['News & Politics'],"['00:00:06.899', '00:00:22.529']",I-4ufgBNtUE
fMqrJOS_SnM.2,['Travel & Events'],"['00:00:23.750', '00:00:33.870']",fMqrJOS_SnM
4a4ARP5mPUw.4,['Howto & Style'],"['00:00:53.520', '00:01:08.040']",4a4ARP5mPUw
78NQOa20NGs.31,['Education'],"['00:05:16.760', '00:05:27.620']",78NQOa20NGs
HlYUmR1Q6VY.82,['People & Blogs'],"['00:13:49.140', '00:13:59.580']",HlYUmR1Q6VY
fDxhDHwfI_Q.3,['News & Politics'],"['00:00:23.039', '00:00:36.930']",fDxhDHwfI_Q
5xM3HHUCZdQ.6,['Sports'],"['00:02:59.070', '00:03:12.130']",5xM3HHUCZdQ
d5bszuC3yZ8.9,['Autos & Vehicles'],"['00:01:47.240', '00:02:03.659']",d5bszuC3yZ8
ImQnO_otXuY.4,['Comedy'],"['00:00:30.840', '00:00:41.100']",ImQnO_otXuY
iui74UCxCX8.19,['Autos & Vehicles'],"['00:02:47.040', '00:02:59.819']",iui74UCxCX8
-jt-P04YMH4.4,['Sports'],"['00:00:29.550', '00:00:41.040']",-jt-P04YMH4
f9GA0TL2jek.12,['Pets & Animals'],"['00:01:51.689', '00:02:08.190']",f9GA0TL2jek
0yqpFmAPsK0.1,['News & Politics'],"['00:00:05.940', '00:00:17.910']",0yqpFmAPsK0
4xNuzvFi_uo.23,['People & Blogs'],"['00:04:09.200', '00:04:23.910']",4xNuzvFi_uo
ickHFi8z6Gg.8,['Sports'],"['00:01:26.690', '00:01:45.220']",ickHFi8z6Gg
EwNEjzhFwMs.33,['Sports'],"['00:04:01.959', '00:04:16.853']",EwNEjzhFwMs
7UoCMVvHRDg.8,['Howto & Style'],"['00:03:01.970', '00:03:40.230']",7UoCMVvHRDg
4EFl7NVYrpQ.7,['Sports'],"['00:01:10.530', '00:01:27.930']",4EFl7NVYrpQ
_tZSS1OPum0.23,['People & Blogs'],"['00:04:30.710', '00:04:48.110']",_tZSS1OPum0
exApxjPzmPs.2,['Sports'],"['00:00:14.759', '00:00:26.099']",exApxjPzmPs
DZ43nZ_q1g4.14,['Sports'],"['00:02:45.400', '00:02:59.840']",DZ43nZ_q1g4
Km3fkkj0E6c.8,['News & Politics'],"['00:01:33.450', '00:01:45.869']",Km3fkkj0E6c
MrJput6XgPY.3,['Comedy'],"['00:00:19.619', '00:00:46.170']",MrJput6XgPY
Hrebx1U1cDE.4,['Entertainment'],"['00:00:45.149', '00:01:07.139']",Hrebx1U1cDE
dV58x-MHR8A.16,['Travel & Events'],"['00:02:37.570', '00:03:00.490']",dV58x-MHR8A
huxstdfDe08.72,['Film & Animation'],"['00:13:53.589', '00:14:03.940']",huxstdfDe08
EHs79nYxfRA.4,['Film & Animation'],"['00:00:34.520', '00:00:44.670']",EHs79nYxfRA
fj7EcDA73Bs.2,['Science & Technology'],"['00:00:25.109', '00:00:43.620']",fj7EcDA73Bs
0F_WKOkDm1I.2,['Science & Technology'],"['00:00:23.199', '00:00:33.540']",0F_WKOkDm1I
7WlIZ_l5s6A.2,['Autos & Vehicles'],"['00:00:28.529', '00:00:43.410']",7WlIZ_l5s6A
EFWhKATTqY8.25,['Travel & Events'],"['00:04:48.720', '00:05:05.039']",EFWhKATTqY8
-z6_emv2R_c.2,['Sports'],"['00:00:46.559', '00:00:56.960']",-z6_emv2R_c
MtN_k4qeE-Q.6,['Sports'],"['00:01:17.270', '00:01:30.500']",MtN_k4qeE-Q
LXFMPnVH6VE.19,['Sports'],"['00:03:47.430', '00:04:03.879']",LXFMPnVH6VE
LgZ82QnPTIU.1,['Autos & Vehicles'],"['00:00:10.830', '00:00:22.350']",LgZ82QnPTIU
PXnPozcrd7Q.12,['Autos & Vehicles'],"['00:02:31.480', '00:02:48.099']",PXnPozcrd7Q
Ffh1LMBLJd4.14,['Science & Technology'],"['00:02:23.140', '00:02:36.340']",Ffh1LMBLJd4
GsYrMgQhfHc.38,['Science & Technology'],"['00:06:25.960', '00:06:45.720']",GsYrMgQhfHc
_cLw_cqwN6g.32,['Entertainment'],"['00:06:28.120', '00:06:38.700']",_cLw_cqwN6g
6BjGMxnAn1s.2,['Entertainment'],"['00:00:13.559', '00:00:30.539']",6BjGMxnAn1s
CDQj4ZHzmwE.6,['Gaming'],"['00:01:12.540', '00:01:22.710']",CDQj4ZHzmwE
8UqN0eDWokw.12,['Autos & Vehicles'],"['00:02:08.840', '00:02:23.870']",8UqN0eDWokw
OA0aLOgFIq0.4,['Howto & Style'],"['00:03:33.140', '00:03:51.440']",OA0aLOgFIq0
C2dBKv3wavs.22,['Sports'],"['00:03:44.560', '00:04:09.840']",C2dBKv3wavs
Hlpv7nKt81A.12,['Education'],"['00:01:37.880', '00:01:49.020']",Hlpv7nKt81A
-fb33SUCD_w.3,['News & Politics'],"['00:00:57.230', '00:01:17.900']",-fb33SUCD_w
DiLE_2nT-ck.3,['Film & Animation'],"['00:00:22.560', '00:00:34.460']",DiLE_2nT-ck
fJfhXp3sSDQ.33,['Film & Animation'],"['00:06:30.440', '00:06:53.760']",fJfhXp3sSDQ
1skfUp2H2vs.4,['News & Politics'],"['00:00:44.550', '00:01:13.500']",1skfUp2H2vs
ewBFp01sTBU.58,['Education'],"['00:09:29.920', '00:09:43.390']",ewBFp01sTBU
1aiI-D-XIng.5,['Education'],"['00:00:51.840', '00:01:06.659']",1aiI-D-XIng
CTbgdNc2uA4.1,['News & Politics'],"['00:00:08.760', '00:00:19.890']",CTbgdNc2uA4
EwdVNRXFXvE.11,['Science & Technology'],"['00:01:43.229', '00:01:57.060']",EwdVNRXFXvE
jRHFOFCbi8U.18,['Entertainment'],"['00:02:37.350', '00:02:52.740']",jRHFOFCbi8U
EVVga5g1iao.2,['Education'],"['00:00:15.870', '00:00:36.620']",EVVga5g1iao
EwJ_EatXJ9g.12,['Howto & Style'],"['00:03:43.920', '00:04:17.709']",EwJ_EatXJ9g
_hRQq5e7Wi0.19,['Education'],"['00:04:22.120', '00:04:33.979']",_hRQq5e7Wi0
Ywx3jsVdYYg.2,['Howto & Style'],"['00:00:23.620', '00:00:33.700']",Ywx3jsVdYYg
e7rj5b0z2lM.2,['Sports'],"['00:00:12.350', '00:00:23.710']",e7rj5b0z2lM
M7DPXQCJxFU.7,['Autos & Vehicles'],"['00:01:07.140', '00:01:18.030']",M7DPXQCJxFU
KCDzXmlJibQ.37,['Autos & Vehicles'],"['00:07:08.300', '00:07:21.110']",KCDzXmlJibQ
6JNaaEDElwU.2,['News & Politics'],"['00:00:13.049', '00:00:30.390']",6JNaaEDElwU
IYTvxCQdWWg.25,['Entertainment'],"['00:04:35.150', '00:04:53.510']",IYTvxCQdWWg
_wTssXikxME.55,['Science & Technology'],"['00:10:07.350', '00:10:18.089']",_wTssXikxME
dSk2XA2GY8k.8,['Entertainment'],"['00:01:48.630', '00:02:05.189']",dSk2XA2GY8k
NruUiAIag3w.2,['Autos & Vehicles'],"['00:00:37.110', '00:00:50.969']",NruUiAIag3w
Fx3OYQ19-1Q.3,['People & Blogs'],"['00:00:52.649', '00:01:10.170']",Fx3OYQ19-1Q
0QoU2xruCV8.23,['Sports'],"['00:03:39.840', '00:03:54.090']",0QoU2xruCV8
1yJBYfrfDpU.2,['Science & Technology'],"['00:00:13.929', '00:00:31.859']",1yJBYfrfDpU
JzzeZ38L7Gs.29,['Education'],"['00:03:57.170', '00:04:09.570']",JzzeZ38L7Gs
CSRz_IMM1Ro.1,['News & Politics'],"['00:00:05.360', '00:00:17.870']",CSRz_IMM1Ro
IpAv13Q0-1U.1,['Sports'],"['00:00:06.089', '00:00:23.850']",IpAv13Q0-1U
JsymeYN4jWw.39,['Sports'],"['00:06:25.570', '00:06:37.330']",JsymeYN4jWw
0Rx4F5szS4k.4,['Autos & Vehicles'],"['00:01:00.740', '00:01:14.560']",0Rx4F5szS4k
eoebdh28kEs.15,['Science & Technology'],"['00:01:37.600', '00:01:49.030']",eoebdh28kEs
Muf4n9V9nhw.3,['News & Politics'],"['00:00:31.910', '00:00:47.090']",Muf4n9V9nhw
LpavbuwlKyo.5,['Pets & Animals'],"['00:01:00.149', '00:01:11.430']",LpavbuwlKyo
gi7qzpOPwUc.11,['Comedy'],"['00:01:29.850', '00:01:43.890']",gi7qzpOPwUc
IOdAO5ZLjYc.6,['Education'],"['00:01:00.690', '00:01:22.290']",IOdAO5ZLjYc
CGme3QGSArw.22,['Howto & Style'],"['00:05:40.350', '00:05:55.910']",CGme3QGSArw
WdJ-UcdKONQ.4,['Education'],"['00:00:47.609', '00:00:57.870']",WdJ-UcdKONQ
Ljl0dFIT8rA.6,['Entertainment'],"['00:00:49.770', '00:01:03.660']",Ljl0dFIT8rA
dmTj0uSoHbg.9,['Entertainment'],"['00:01:32.760', '00:01:48.220']",dmTj0uSoHbg
JifA-dOn1LM.53,['People & Blogs'],"['00:08:13.699', '00:08:29.229']",JifA-dOn1LM
8QDVlmoaDgw.4,['Sports'],"['00:00:53.940', '00:01:06.659']",8QDVlmoaDgw
DtZK9JJQjCw.34,['Gaming'],"['00:05:39.800', '00:05:50.630']",DtZK9JJQjCw
H0mev6wZeV4.16,['Entertainment'],"['00:01:55.450', '00:02:06.040']",H0mev6wZeV4
Ky33Trhau4Y.8,['Entertainment'],"['00:06:26.339', '00:06:40.409']",Ky33Trhau4Y
2UybzzQmhK4.15,['Howto & Style'],"['00:02:32.970', '00:02:58.140']",2UybzzQmhK4
7jqnPh4dOdo.4,['Science & Technology'],"['00:00:54.640', '00:01:07.439']",7jqnPh4dOdo
6HJHvzbJJXc.40,['Pets & Animals'],"['00:07:14.960', '00:07:25.490']",6HJHvzbJJXc
Mt3qcJedGM4.46,['Entertainment'],"['00:06:38.479', '00:06:50.550']",Mt3qcJedGM4
86Gx-SKi_a0.8,['Sports'],"['00:01:57.770', '00:02:09.119']",86Gx-SKi_a0
f1rZGGQCus4.39,['Sports'],"['00:06:42.379', '00:06:53.400']",f1rZGGQCus4
KHqyvkWx7MU.25,['Pets & Animals'],"['00:04:05.890', '00:04:16.670']",KHqyvkWx7MU
CVBp9DEoxKk.18,['Entertainment'],"['00:02:29.620', '00:02:42.239']",CVBp9DEoxKk
_I6UTQbfiqY.10,['Science & Technology'],"['00:02:26.130', '00:02:37.860']",_I6UTQbfiqY
hMxsd8nGNW4.57,['Autos & Vehicles'],"['00:11:27.750', '00:11:56.339']",hMxsd8nGNW4
h6c0KVkBEnU.15,['Howto & Style'],"['00:04:32.319', '00:04:50.199']",h6c0KVkBEnU
EMOhC3QSeso.21,['Entertainment'],"['00:03:56.000', '00:04:12.159']",EMOhC3QSeso
coUg8kP1lN4.18,['Education'],"['00:02:38.480', '00:02:57.860']",coUg8kP1lN4
E_66pbfVUls.8,['Science & Technology'],"['00:01:28.850', '00:01:41.149']",E_66pbfVUls
O-LQvNId56E.2,['Nonprofits & Activism'],"['00:00:17.279', '00:00:27.390']",O-LQvNId56E
8aGqwRhdZ14.1,['Science & Technology'],"['00:00:31.980', '00:00:42.540']",8aGqwRhdZ14
Wu_ScxBB3LE.2,['Sports'],"['00:00:14.549', '00:00:28.980']",Wu_ScxBB3LE
HMsivsCphWQ.2,['News & Politics'],"['00:00:20.220', '00:00:31.619']",HMsivsCphWQ
GX0kfa0Y-6w.50,['Education'],"['00:08:49.010', '00:09:10.640']",GX0kfa0Y-6w
WQFI_AIsYtg.15,['Education'],"['00:02:56.640', '00:03:15.060']",WQFI_AIsYtg
hodgChDwwk0.11,['Science & Technology'],"['00:01:48.740', '00:01:59.060']",hodgChDwwk0
7a_rWMf_Pvw.6,['Education'],"['00:00:58.539', '00:01:11.080']",7a_rWMf_Pvw
fR88kzXhq74.13,['Education'],"['00:02:19.840', '00:02:33.750']",fR88kzXhq74
8RR8M7us6_o.13,['Howto & Style'],"['00:01:54.689', '00:02:05.930']",8RR8M7us6_o
aA76Sz07Qr4.27,['Film & Animation'],"['00:05:34.610', '00:05:47.960']",aA76Sz07Qr4
fjOUmB2x1VQ.34,['Music'],"['00:08:14.660', '00:08:26.060']",fjOUmB2x1VQ
Dj3HM65y_qc.4,['Autos & Vehicles'],"['00:01:01.649', '00:01:32.280']",Dj3HM65y_qc
Bcd8uVELb0o.28,['Education'],"['00:03:41.819', '00:03:54.600']",Bcd8uVELb0o
h5_-sYIOD6M.12,['Science & Technology'],"['00:02:07.920', '00:02:25.470']",h5_-sYIOD6M
Ep7k2AThI8w.14,['Howto & Style'],"['00:02:24.570', '00:02:35.580']",Ep7k2AThI8w
ISxIpn4LtiM.5,['Science & Technology'],"['00:00:51.680', '00:01:18.149']",ISxIpn4LtiM
4yN-RMSFDo0.4,['Howto & Style'],"['00:00:48.180', '00:01:06.210']",4yN-RMSFDo0
8tcNtkKS13Y.25,['Education'],"['00:04:11.889', '00:04:23.500']",8tcNtkKS13Y
Da6SX0iR35k.11,['Autos & Vehicles'],"['00:02:38.800', '00:02:55.810']",Da6SX0iR35k
0wwdV4cV1rA.61,['Autos & Vehicles'],"['00:11:39.269', '00:11:57.710']",0wwdV4cV1rA
fPFA1zo0_uE.11,['Autos & Vehicles'],"['00:02:35.570', '00:02:51.330']",fPFA1zo0_uE
_daRZ3HFcyw.13,['News & Politics'],"['00:02:09.930', '00:02:22.750']",_daRZ3HFcyw
GXOLwIIHuCs.2,['Film & Animation'],"['00:00:26.169', '00:00:36.399']",GXOLwIIHuCs
CwOship5pE0.5,['Education'],"['00:00:52.210', '00:01:03.040']",CwOship5pE0
C3pO4vJJjqU.8,['Autos & Vehicles'],"['00:01:02.820', '00:01:31.170']",C3pO4vJJjqU
ieqGquc0N98.1,['Pets & Animals'],"['00:00:21.000', '00:00:37.350']",ieqGquc0N98
FADgBKWp1BM.11,['People & Blogs'],"['00:02:28.040', '00:02:39.380']",FADgBKWp1BM
fsKFNvQrR1k.1,['News & Politics'],"['00:00:10.480', '00:00:23.830']",fsKFNvQrR1k
Jz7m08-iufQ.37,['Comedy'],"['00:06:20.169', '00:06:32.169']",Jz7m08-iufQ
dcJdJd-xtjo.23,['Sports'],"['00:04:15.280', '00:04:28.090']",dcJdJd-xtjo
eyd7nSe2y18.10,['Film & Animation'],"['00:01:30.450', '00:01:43.350']",eyd7nSe2y18
7xpSVXSN-Mk.2,['Entertainment'],"['00:00:27.840', '00:00:41.010']",7xpSVXSN-Mk
Py-b44AOFG8.30,['Howto & Style'],"['00:05:59.460', '00:06:15.690']",Py-b44AOFG8
Pzhcl6gKcG0.25,['People & Blogs'],"['00:05:18.309', '00:05:32.080']",Pzhcl6gKcG0
M0f1VlaDnxg.1,['News & Politics'],"['00:00:11.590', '00:00:21.980']",M0f1VlaDnxg
6kI00jsc-0A.1,['Science & Technology'],"['00:00:13.049', '00:00:27.480']",6kI00jsc-0A
dxfG0MayFfs.10,['Science & Technology'],"['00:02:18.860', '00:02:29.150']",dxfG0MayFfs
iyyhWRKS5Os.1,['Film & Animation'],"['00:00:13.170', '00:00:29.340']",iyyhWRKS5Os
_h_63uBRLmk.9,['Pets & Animals'],"['00:01:30.740', '00:01:42.020']",_h_63uBRLmk
R0dIBoPY81M.22,['Science & Technology'],"['00:04:19.320', '00:04:37.389']",R0dIBoPY81M
6sXyPTis488.16,['Howto & Style'],"['00:03:17.590', '00:03:33.599']",6sXyPTis488
EftmmJVkhig.2,['News & Politics'],"['00:00:14.670', '00:00:26.519']",EftmmJVkhig
H1SAohxhgaQ.7,['Entertainment'],"['00:01:43.170', '00:02:06.360']",H1SAohxhgaQ
08QgzHFBjq0.5,['Science & Technology'],"['00:00:51.690', '00:01:01.980']",08QgzHFBjq0
I083WFIYz14.15,['Sports'],"['00:02:42.180', '00:02:53.059']",I083WFIYz14
4lV5ua44wMI.12,['Film & Animation'],"['00:02:10.000', '00:02:37.560']",4lV5ua44wMI
2ct3G0Nh-pw.14,['Education'],"['00:02:04.619', '00:02:23.150']",2ct3G0Nh-pw
h22ZDFlqJOM.8,['Gaming'],"['00:01:09.119', '00:01:26.700']",h22ZDFlqJOM
ew5yXfyGazs.22,['Howto & Style'],"['00:03:26.510', '00:03:41.630']",ew5yXfyGazs
JYUYP3hE8y4.14,['Howto & Style'],"['00:04:20.259', '00:04:37.300']",JYUYP3hE8y4
Mdn5spoE6Js.29,['Gaming'],"['00:05:19.630', '00:05:32.710']",Mdn5spoE6Js
MuB_XrFgXZ0.35,['Science & Technology'],"['00:06:17.670', '00:06:33.879']",MuB_XrFgXZ0
DeDfV0Huy50.57,['Film & Animation'],"['00:10:29.350', '00:10:50.830']",DeDfV0Huy50
dAsZZ0Fyx20.66,['Education'],"['00:10:23.939', '00:10:34.829']",dAsZZ0Fyx20
ie-Vo1m8qXw.34,['Science & Technology'],"['00:05:15.660', '00:05:26.010']",ie-Vo1m8qXw
6qoLyYPqtPk.6,['Comedy'],"['00:01:21.560', '00:01:33.930']",6qoLyYPqtPk
RVrwBxdx9uY.3,['Film & Animation'],"['00:00:26.560', '00:00:37.920']",RVrwBxdx9uY
2sdKuHiaXtE.13,['Science & Technology'],"['00:02:30.900', '00:02:41.610']",2sdKuHiaXtE
MlbDdMhpTns.11,['News & Politics'],"['00:01:59.319', '00:02:17.920']",MlbDdMhpTns
YlwiuVZEBZI.11,['People & Blogs'],"['00:01:33.780', '00:01:45.240']",YlwiuVZEBZI
LiDyOcIuaVw.6,['Comedy'],"['00:02:27.239', '00:02:38.640']",LiDyOcIuaVw
0-Gqro4WPCI.26,['Entertainment'],"['00:04:27.060', '00:04:40.110']",0-Gqro4WPCI
PwHGvVICLCQ.17,['Howto & Style'],"['00:02:32.189', '00:02:43.079']",PwHGvVICLCQ
27Kqm3MhM-A.17,['Education'],"['00:02:18.120', '00:02:29.240']",27Kqm3MhM-A
E9_prux0Qwo.28,['Entertainment'],"['00:03:35.150', '00:03:45.159']",E9_prux0Qwo
CyeNpt7fwxo.79,['Autos & Vehicles'],"['00:13:54.850', '00:14:13.269']",CyeNpt7fwxo
7k3S6IsDZ28.27,['Education'],"['00:04:13.440', '00:04:25.090']",7k3S6IsDZ28
EzhcpGc4FMg.31,['Autos & Vehicles'],"['00:04:50.520', '00:05:01.330']",EzhcpGc4FMg
Fje8JcylfiM.55,['Education'],"['00:10:04.220', '00:10:17.623']",Fje8JcylfiM
G9XHRCFIuYY.33,['Autos & Vehicles'],"['00:07:10.419', '00:07:21.699']",G9XHRCFIuYY
iaprWmQJWSs.5,['Science & Technology'],"['00:00:47.340', '00:01:08.280']",iaprWmQJWSs
Jwdoc5W95XU.29,['Sports'],"['00:05:59.440', '00:06:20.169']",Jwdoc5W95XU
RyfiU9s08eM.34,['News & Politics'],"['00:06:34.190', '00:06:45.140']",RyfiU9s08eM
8WnwaE83YJ8.8,['Gaming'],"['00:01:27.210', '00:01:50.790']",8WnwaE83YJ8
6xLDtt6w3c8.3,['Comedy'],"['00:00:47.270', '00:01:03.960']",6xLDtt6w3c8
fR3K5vUcj4E.27,['People & Blogs'],"['00:06:05.190', '00:06:19.050']",fR3K5vUcj4E
du1hBHHrm8g.28,['Science & Technology'],"['00:05:17.230', '00:05:36.640']",du1hBHHrm8g
MMRYi8EBgrs.38,['Comedy'],"['00:06:30.370', '00:06:43.910']",MMRYi8EBgrs
IyoKJ1glmKs.51,['Education'],"['00:08:25.860', '00:08:42.690']",IyoKJ1glmKs
hXBFVrRE5Fo.27,['Howto & Style'],"['00:11:18.470', '00:11:47.160']",hXBFVrRE5Fo
GFllk0z9Yhk.5,['Autos & Vehicles'],"['00:00:57.469', '00:01:10.810']",GFllk0z9Yhk
eZgO35Pp_mM.2,['News & Politics'],"['00:00:12.269', '00:00:25.170']",eZgO35Pp_mM
is5ZCtCKVMU.4,['News & Politics'],"['00:01:24.150', '00:01:36.630']",is5ZCtCKVMU
6qtsEJQobfg.6,['Science & Technology'],"['00:01:07.579', '00:01:20.200']",6qtsEJQobfg
PYnClyHgV9s.3,['Sports'],"['00:00:35.269', '00:00:45.320']",PYnClyHgV9s
Rp8VWpQ57Q8.4,['Howto & Style'],"['00:00:39.420', '00:00:56.130']",Rp8VWpQ57Q8
8c8xH0aZZwQ.17,['Autos & Vehicles'],"['00:02:50.120', '00:03:04.170']",8c8xH0aZZwQ
8EWIU2O_CdQ.36,['Entertainment'],"['00:05:08.500', '00:05:20.400']",8EWIU2O_CdQ
